4800
0.055577	0.031000	1.541001
0.138928	0.059459	1.557068
0.265687	0.033478	1.546877
0.331192	0.038746	1.550214
0.431061	0.037954	1.555995
0.551798	0.038818	1.553571
0.662377	0.030260	1.562233
0.757926	0.043610	1.536219
0.868289	0.043464	1.533710
0.933869	0.063900	1.554149
1.062285	0.059189	1.551449
1.168925	0.045141	1.552082
1.263176	0.054741	1.564468
1.353094	0.058183	1.531833
1.439116	0.041576	1.533192
1.539312	0.034040	1.541119
1.655427	0.044593	1.544807
1.738380	0.040679	1.567466
1.855921	0.054365	1.536846
1.959165	0.036536	1.545178
0.069581	0.155600	1.552278
0.157385	0.163714	1.561040
0.239162	0.131284	1.542618
0.340710	0.138439	1.567716
0.465055	0.142587	1.556218
0.545825	0.166582	1.548354
0.640595	0.139865	1.552455
0.740510	0.153383	1.565913
0.845976	0.138773	1.569902
0.950381	0.133636	1.531885
1.034386	0.155098	1.561683
1.146886	0.132541	1.545265
1.269845	0.151165	1.568843
1.364431	0.130459	1.558829
1.457268	0.151479	1.540673
1.555638	0.134462	1.547391
1.648149	0.168153	1.565034
1.740536	0.150023	1.537146
1.866505	0.164821	1.541938
1.955558	0.154359	1.536114
0.060500	0.251575	1.561145
0.151214	0.230023	1.542966
0.230779	0.267164	1.565149
0.363267	0.242301	1.532317
0.465120	0.267878	1.533426
0.549440	0.232769	1.560424
0.660633	0.235136	1.549011
0.751992	0.240602	1.564897
0.846926	0.238472	1.551572
0.959197	0.238046	1.542469
1.069806	0.255995	1.547524
1.150703	0.234840	1.538988
1.243523	0.253532	1.539205
1.338809	0.232840	1.555244
1.439158	0.266217	1.564385
1.532834	0.239520	1.556759
1.638569	0.235292	1.567421
1.752842	0.248907	1.561385
1.862300	0.237616	1.533877
1.947242	0.246943	1.548681
0.059163	0.356935	1.569367
0.133937	0.346105	1.543572
0.264467	0.339946	1.537608
0.347945	0.346875	1.541142
0.439992	0.366931	1.547725
0.564454	0.352013	1.532024
0.669971	0.363441	1.568760
0.767055	0.363948	1.536652
0.849426	0.338550	1.546042
0.932345	0.345159	1.569412
1.040608	0.361363	1.548200
1.146920	0.368293	1.569817
1.252231	0.358736	1.536192
1.341868	0.368748	1.553167
1.451688	0.359919	1.532287
1.553367	0.350114	1.564109
1.636297	0.368431	1.533204
1.737433	0.353801	1.557009
1.839408	0.334795	1.565611
1.939849	0.353781	1.554775
0.046769	0.453347	1.550911
0.167388	0.438170	1.558648
0.239547	0.445831	1.556868
0.342000	0.442647	1.560075
0.432902	0.448331	1.569938
0.569844	0.432930	1.538526
0.640608	0.467330	1.565235
0.765171	0.444781	1.536310
